Date,Open,Close,High,Low
2021-03-17,2826.79,2826.79,2826.79,2826.79
2021-03-16,2823.687,2823.687,2823.687,2823.687
2021-03-15,2821.853,2821.853,2821.853,2821.853
2021-03-12,2807.209,2807.209,2807.209,2807.209
2021-03-11,2806.07,2806.07,2806.07,2806.07
2021-03-10,2775.344,2775.344,2775.344,2775.344
2021-03-09,2761.816,2761.816,2761.816,2761.816
2021-03-08,2722.635,2722.635,2722.635,2722.635
2021-03-05,2728.557,2728.557,2728.557,2728.557
2021-03-04,2706.476,2706.476,2706.476,2706.476
2021-03-03,2741.684,2741.684,2741.684,2741.684
2021-03-02,2768.247,2768.247,2768.247,2768.247
2021-03-01,2783.701,2783.701,2783.701,2783.701
2021-02-26,2726.91,2726.91,2726.91,2726.91
2021-02-25,2760.262,2760.262,2760.262,2760.262
2021-02-24,2802.395,2802.395,2802.395,2802.395
2021-02-23,2789.213,2789.213,2789.213,2789.213
2021-02-22,2788.108,2788.108,2788.108,2788.108
2021-02-19,2806.471,2806.471,2806.471,2806.471
2021-02-18,2802.921,2802.921,2802.921,2802.921
2021-02-17,2815.977,2815.977,2815.977,2815.977
2021-02-16,2828.153,2828.153,2828.153,2828.153
2021-02-15,2829.671,2829.671,2829.671,2829.671
2021-02-12,2818.846,2818.846,2818.846,2818.846
2021-02-11,2807.158,2807.158,2807.158,2807.158
2021-02-10,2800.683,2800.683,2800.683,2800.683
2021-02-09,2798.552,2798.552,2798.552,2798.552
2021-02-08,2795.892,2795.892,2795.892,2795.892
2021-02-05,2773.45,2773.45,2773.45,2773.45
2021-02-04,2757.662,2757.662,2757.662,2757.662
2021-02-03,2737.932,2737.932,2737.932,2737.932
2021-02-02,2731.952,2731.952,2731.952,2731.952
2021-02-01,2697.877,2697.877,2697.877,2697.877
2021-01-29,2661.691,2661.691,2661.691,2661.691
2021-01-28,2710.603,2710.603,2710.603,2710.603
2021-01-27,2694.423,2694.423,2694.423,2694.423
2021-01-26,2754.117,2754.117,2754.117,2754.117
2021-01-25,2756.867,2756.867,2756.867,2756.867
2021-01-22,2755.663,2755.663,2755.663,2755.663
2021-01-21,2765.566,2765.566,2765.566,2765.566
2021-01-20,2761.484,2761.484,2761.484,2761.484
2021-01-19,2732.481,2732.481,2732.481,2732.481
2021-01-18,2713.485,2713.485,2713.485,2713.485
2021-01-15,2714.812,2714.812,2714.812,2714.812
2021-01-14,2738.086,2738.086,2738.086,2738.086
2021-01-13,2739.87,2739.87,2739.87,2739.87
2021-01-12,2734.401,2734.401,2734.401,2734.401
2021-01-11,2730.05,2730.05,2730.05,2730.05
2021-01-08,2753.307,2753.307,2753.307,2753.307
2021-01-07,2734.191,2734.191,2734.191,2734.191
2021-01-06,2699.512,2699.512,2699.512,2699.512
2021-01-05,2684.178,2684.178,2684.178,2684.178
2021-01-04,2670.043,2670.043,2670.043,2670.043
2021-01-01,2690.044,2690.044,2690.044,2690.044
2020-12-31,2690.044,2690.044,2690.044,2690.044
2020-12-30,2686.056,2686.056,2686.056,2686.056
2020-12-29,2682.185,2682.185,2682.185,2682.185
2020-12-28,2676.801,2676.801,2676.801,2676.801
2020-12-25,2659.271,2659.271,2659.271,2659.271
2020-12-24,2659.04,2659.04,2659.04,2659.04
2020-12-23,2651.414,2651.414,2651.414,2651.414
2020-12-22,2643.073,2643.073,2643.073,2643.073
2020-12-21,2644.973,2644.973,2644.973,2644.973
2020-12-18,2666.305,2666.305,2666.305,2666.305
2020-12-17,2674.868,2674.868,2674.868,2674.868
2020-12-16,2654.792,2654.792,2654.792,2654.792
2020-12-15,2643.737,2643.737,2643.737,2643.737
2020-12-14,2619.43,2619.43,2619.43,2619.43
2020-12-11,2621.894,2621.894,2621.894,2621.894
2020-12-10,2628.585,2628.585,2628.585,2628.585
2020-12-09,2627.528,2627.528,2627.528,2627.528
2020-12-08,2642.051,2642.051,2642.051,2642.051
2020-12-07,2635.88,2635.88,2635.88,2635.88
2020-12-04,2639.656,2639.656,2639.656,2639.656
2020-12-03,2621.276,2621.276,2621.276,2621.276
2020-12-02,2613.913,2613.913,2613.913,2613.913
2020-12-01,2609.006,2609.006,2609.006,2609.006
2020-11-30,2583.143,2583.143,2583.143,2583.143
2020-11-27,2601.449,2601.449,2601.449,2601.449
2020-11-26,2590.149,2590.149,2590.149,2590.149
2020-11-25,2589.67,2589.67,2589.67,2589.67
2020-11-24,2587.192,2587.192,2587.192,2587.192
2020-11-23,2546.9,2546.9,2546.9,2546.9
2020-11-20,2540.023,2540.023,2540.023,2540.023
2020-11-19,2546.308,2546.308,2546.308,2546.308
2020-11-18,2543.361,2543.361,2543.361,2543.361
2020-11-17,2558.429,2558.429,2558.429,2558.429
2020-11-16,2561.496,2561.496,2561.496,2561.496
2020-11-13,2529.291,2529.291,2529.291,2529.291
2020-11-12,2509.238,2509.238,2509.238,2509.238
2020-11-11,2528.249,2528.249,2528.249,2528.249
2020-11-10,2507.101,2507.101,2507.101,2507.101
2020-11-09,2502.063,2502.063,2502.063,2502.063
2020-11-06,2470.048,2470.048,2470.048,2470.048
2020-11-05,2466.581,2466.581,2466.581,2466.581
2020-11-04,2416.613,2416.613,2416.613,2416.613
2020-11-03,2369.274,2369.274,2369.274,2369.274
2020-11-02,2322.139,2322.139,2322.139,2322.139
2020-10-30,2292.925,2292.925,2292.925,2292.925
2020-10-29,2318.437,2318.437,2318.437,2318.437
2020-10-28,2306.648,2306.648,2306.648,2306.648
2020-10-27,2381.653,2381.653,2381.653,2381.653
2020-10-26,2390.077,2390.077,2390.077,2390.077
2020-10-23,2430.541,2430.541,2430.541,2430.541
2020-10-22,2421.001,2421.001,2421.001,2421.001
2020-10-21,2417.834,2417.834,2417.834,2417.834
2020-10-20,2422.707,2422.707,2422.707,2422.707
2020-10-19,2417.692,2417.692,2417.692,2417.692
2020-10-16,2440.136,2440.136,2440.136,2440.136
2020-10-15,2435.929,2435.929,2435.929,2435.929
2020-10-14,2453.612,2453.612,2453.612,2453.612
2020-10-13,2464.179,2464.179,2464.179,2464.179
2020-10-12,2477.916,2477.916,2477.916,2477.916
2020-10-09,2447.755,2447.755,2447.755,2447.755
2020-10-08,2427.358,2427.358,2427.358,2427.358
2020-10-07,2409.395,2409.395,2409.395,2409.395
2020-10-06,2382.57,2382.57,2382.57,2382.57
2020-10-05,2403.5,2403.5,2403.5,2403.5
2020-10-02,2362.406,2362.406,2362.406,2362.406
2020-10-01,2380.021,2380.021,2380.021,2380.021
2020-09-30,2367.27,2367.27,2367.27,2367.27
2020-09-29,2359.634,2359.634,2359.634,2359.634
2020-09-28,2366.406,2366.406,2366.406,2366.406
2020-09-25,2326.853,2326.853,2326.853,2326.853
2020-09-24,2300.297,2300.297,2300.297,2300.297
2020-09-23,2305.571,2305.571,2305.571,2305.571
2020-09-22,2343.388,2343.388,2343.388,2343.388
2020-09-21,2329.494,2329.494,2329.494,2329.494
2020-09-18,2367.993,2367.993,2367.993,2367.993
2020-09-17,2383.538,2383.538,2383.538,2383.538
2020-09-16,2403.5,2403.5,2403.5,2403.5
2020-09-15,2407.975,2407.975,2407.975,2407.975
2020-09-14,2396.374,2396.374,2396.374,2396.374
2020-09-11,2368.143,2368.143,2368.143,2368.143
2020-09-10,2367.8,2367.8,2367.8,2367.8
2020-09-09,2393.751,2393.751,2393.751,2393.751
2020-09-08,2354.41,2354.41,2354.41,2354.41
2020-09-07,2408.046,2408.046,2408.046,2408.046
2020-09-04,2399.601,2399.601,2399.601,2399.601
2020-09-03,2425.783,2425.783,2425.783,2425.783
2020-09-02,2494.101,2494.101,2494.101,2494.101
2020-09-01,2467.249,2467.249,2467.249,2467.249
2020-08-31,2455.512,2455.512,2455.512,2455.512
2020-08-28,2456.855,2456.855,2456.855,2456.855
2020-08-27,2442.786,2442.786,2442.786,2442.786
2020-08-26,2446.05,2446.05,2446.05,2446.05
2020-08-25,2422.949,2422.949,2422.949,2422.949
2020-08-24,2417.054,2417.054,2417.054,2417.054
2020-08-21,2392.108,2392.108,2392.108,2392.108
2020-08-20,2389.15,2389.15,2389.15,2389.15
2020-08-19,2394.468,2394.468,2394.468,2394.468
2020-08-18,2399.366,2399.366,2399.366,2399.366
2020-08-17,2393.972,2393.972,2393.972,2393.972
2020-08-14,2384.199,2384.199,2384.199,2384.199
2020-08-13,2390.085,2390.085,2390.085,2390.085
2020-08-12,2391.795,2391.795,2391.795,2391.795
2020-08-11,2359.466,2359.466,2359.466,2359.466
2020-08-10,2360.869,2360.869,2360.869,2360.869
2020-08-07,2355.973,2355.973,2355.973,2355.973
2020-08-06,2359.89,2359.89,2359.89,2359.89
2020-08-05,2355.939,2355.939,2355.939,2355.939
2020-08-04,2336.824,2336.824,2336.824,2336.824
2020-08-03,2324.082,2324.082,2324.082,2324.082
2020-07-31,2304.982,2304.982,2304.982,2304.982
2020-07-30,2304.009,2304.009,2304.009,2304.009
2020-07-29,2319.711,2319.711,2319.711,2319.711
2020-07-28,2299.906,2299.906,2299.906,2299.906
2020-07-27,2311.623,2311.623,2311.623,2311.623
2020-07-24,2291.578,2291.578,2291.578,2291.578
2020-07-23,2308.117,2308.117,2308.117,2308.117
2020-07-22,2327.764,2327.764,2327.764,2327.764
2020-07-21,2321.549,2321.549,2321.549,2321.549
2020-07-20,2312.954,2312.954,2312.954,2312.954
2020-07-17,2293.916,2293.916,2293.916,2293.916
2020-07-16,2288.81,2288.81,2288.81,2288.81
2020-07-15,2298.782,2298.782,2298.782,2298.782
2020-07-14,2270.685,2270.685,2270.685,2270.685
2020-07-13,2253.759,2253.759,2253.759,2253.759
2020-07-10,2259.597,2259.597,2259.597,2259.597
2020-07-09,2240.734,2240.734,2240.734,2240.734
2020-07-08,2252.639,2252.639,2252.639,2252.639
2020-07-07,2243.166,2243.166,2243.166,2243.166
2020-07-06,2264.287,2264.287,2264.287,2264.287
2020-07-03,2226.395,2226.395,2226.395,2226.395
2020-07-02,2227.648,2227.648,2227.648,2227.648
2020-07-01,2211.272,2211.272,2211.272,2211.272
2020-06-30,2201.788,2201.788,2201.788,2201.788
2020-06-29,2176.439,2176.439,2176.439,2176.439
2020-06-26,2157.191,2157.191,2157.191,2157.191
2020-06-25,2193.396,2193.396,2193.396,2193.396
2020-06-24,2180.122,2180.122,2180.122,2180.122
2020-06-23,2236.037,2236.037,2236.037,2236.037
2020-06-22,2217.82,2217.82,2217.82,2217.82
2020-06-19,2208.967,2208.967,2208.967,2208.967
2020-06-18,2215.644,2215.644,2215.644,2215.644
2020-06-17,2217.897,2217.897,2217.897,2217.897
2020-06-16,2219.097,2219.097,2219.097,2219.097
2020-06-15,2171.443,2171.443,2171.443,2171.443
2020-06-12,2164.457,2164.457,2164.457,2164.457
2020-06-11,2154.437,2154.437,2154.437,2154.437
2020-06-10,2267.364,2267.364,2267.364,2267.364
2020-06-09,2275.276,2275.276,2275.276,2275.276
2020-06-08,2288.041,2288.041,2288.041,2288.041
2020-06-05,2266.756,2266.756,2266.756,2266.756
2020-06-04,2218.503,2218.503,2218.503,2218.503
2020-06-03,2222.538,2222.538,2222.538,2222.538
2020-06-02,2187.088,2187.088,2187.088,2187.088
2020-06-01,2163.925,2163.925,2163.925,2163.925
2020-05-29,2147.882,2147.882,2147.882,2147.882
2020-05-28,2148.333,2148.333,2148.333,2148.333
2020-05-27,2136.899,2136.899,2136.899,2136.899
2020-05-26,2114.271,2114.271,2114.271,2114.271
2020-05-25,2081.833,2081.833,2081.833,2081.833
2020-05-22,2071.902,2071.902,2071.902,2071.902
2020-05-21,2074.098,2074.098,2074.098,2074.098
2020-05-20,2092.031,2092.031,2092.031,2092.031
2020-05-19,2061.372,2061.372,2061.372,2061.372
2020-05-18,2069.004,2069.004,2069.004,2069.004
2020-05-15,2008.41,2008.41,2008.41,2008.41
2020-05-14,1999.892,1999.892,1999.892,1999.892
2020-05-13,1998.484,1998.484,1998.484,1998.484
2020-05-12,2034.058,2034.058,2034.058,2034.058
2020-05-11,2060.702,2060.702,2060.702,2060.702
2020-05-08,2061.886,2061.886,2061.886,2061.886
2020-05-07,2026.122,2026.122,2026.122,2026.122
2020-05-06,2007.597,2007.597,2007.597,2007.597
2020-05-05,2018.115,2018.115,2018.115,2018.115
2020-05-04,1997.747,1997.747,1997.747,1997.747
2020-05-01,2004.785,2004.785,2004.785,2004.785
2020-04-30,2052.845,2052.845,2052.845,2052.845
2020-04-29,2070.764,2070.764,2070.764,2070.764
2020-04-28,2023.351,2023.351,2023.351,2023.351
2020-04-27,2022.495,2022.495,2022.495,2022.495
2020-04-24,1987.647,1987.647,1987.647,1987.647
2020-04-23,1974.382,1974.382,1974.382,1974.382
2020-04-22,1968.268,1968.268,1968.268,1968.268
2020-04-21,1932.25,1932.25,1932.25,1932.25
2020-04-20,1994.027,1994.027,1994.027,1994.027
2020-04-17,2017.508,2017.508,2017.508,2017.508
2020-04-16,1964.326,1964.326,1964.326,1964.326
2020-04-15,1960.202,1960.202,1960.202,1960.202
2020-04-14,2006.805,2006.805,2006.805,2006.805
2020-04-13,1956.752,1956.752,1956.752,1956.752
2020-04-10,1971.955,1971.955,1971.955,1971.955
2020-04-09,1970.671,1970.671,1970.671,1970.671
2020-04-08,1940.082,1940.082,1940.082,1940.082
2020-04-07,1895.04,1895.04,1895.04,1895.04
2020-04-06,1881.478,1881.478,1881.478,1881.478
2020-04-03,1776.861,1776.861,1776.861,1776.861
2020-04-02,1803.067,1803.067,1803.067,1803.067
2020-04-01,1781.266,1781.266,1781.266,1781.266
2020-03-31,1852.727,1852.727,1852.727,1852.727
2020-03-27,1827.171,1827.171,1827.171,1827.171
2020-03-26,1875.563,1875.563,1875.563,1875.563
2020-03-25,1785.986,1785.986,1785.986,1785.986
2020-03-24,1742.606,1742.606,1742.606,1742.606
2020-03-23,1602.105,1602.105,1602.105,1602.105
2020-03-20,1650.94,1650.94,1650.94,1650.94
2020-03-19,1694.449,1694.449,1694.449,1694.449
2020-03-18,1682.252,1682.252,1682.252,1682.252
2020-03-17,1772.935,1772.935,1772.935,1772.935
2020-03-16,1702.788,1702.788,1702.788,1702.788
2020-03-13,1881.641,1881.641,1881.641,1881.641
2020-03-12,1776.525,1776.525,1776.525,1776.525
2020-03-11,1972.045,1972.045,1972.045,1972.045
2020-03-10,2051.957,2051.957,2051.957,2051.957
2020-03-09,1995.222,1995.222,1995.222,1995.222
2020-03-06,2149.286,2149.286,2149.286,2149.286
2020-03-05,2192.345,2192.345,2192.345,2192.345
2020-03-04,2243.092,2243.092,2243.092,2243.092
2020-03-03,2179.482,2179.482,2179.482,2179.482
2020-03-02,2212.384,2212.384,2212.384,2212.384
2020-02-28,2141.124,2141.124,2141.124,2141.124
2020-02-27,2177.248,2177.248,2177.248,2177.248
2020-02-26,2258.62,2258.62,2258.62,2258.62
2020-02-25,2269.42,2269.42,2269.42,2269.42
2020-02-24,2330.752,2330.752,2330.752,2330.752
2020-02-21,2402.804,2402.804,2402.804,2402.804
2020-02-20,2420.209,2420.209,2420.209,2420.209
2020-02-19,2431.225,2431.225,2431.225,2431.225
2020-02-18,2421.468,2421.468,2421.468,2421.468
2020-02-17,2430.694,2430.694,2430.694,2430.694
2020-02-14,2431.365,2431.365,2431.365,2431.365
2020-02-13,2429.893,2429.893,2429.893,2429.893
2020-02-12,2434.952,2434.952,2434.952,2434.952
2020-02-11,2421.262,2421.262,2421.262,2421.262
2020-02-10,2413.101,2413.101,2413.101,2413.101
2020-02-07,2404.746,2404.746,2404.746,2404.746
2020-02-06,2416.477,2416.477,2416.477,2416.477
2020-02-05,2404.963,2404.963,2404.963,2404.963
2020-02-04,2383.295,2383.295,2383.295,2383.295
2020-02-03,2351.452,2351.452,2351.452,2351.452
2020-01-31,2342.414,2342.414,2342.414,2342.414
2020-01-30,2372.014,2372.014,2372.014,2372.014
2020-01-29,2373.517,2373.517,2373.517,2373.517
2020-01-28,2372.522,2372.522,2372.522,2372.522
2020-01-27,2356.093,2356.093,2356.093,2356.093
2020-01-24,2395.309,2395.309,2395.309,2395.309
2020-01-23,2406.137,2406.137,2406.137,2406.137
2020-01-22,2410.228,2410.228,2410.228,2410.228
2020-01-21,2409.292,2409.292,2409.292,2409.292
2020-01-20,2415.035,2415.035,2415.035,2415.035
2020-01-17,2415.512,2415.512,2415.512,2415.512
2020-01-16,2406.168,2406.168,2406.168,2406.168
2020-01-15,2392.064,2392.064,2392.064,2392.064
2020-01-14,2388.496,2388.496,2388.496,2388.496
2020-01-13,2388.247,2388.247,2388.247,2388.247
2020-01-10,2377.619,2377.619,2377.619,2377.619
2020-01-09,2379.854,2379.854,2379.854,2379.854
2020-01-08,2366.926,2366.926,2366.926,2366.926
2020-01-07,2362.428,2362.428,2362.428,2362.428
2020-01-06,2364.491,2364.491,2364.491,2364.491
2020-01-03,2363.12,2363.12,2363.12,2363.12
2020-01-02,2375.938,2375.938,2375.938,2375.938
2020-01-01,2358.475,2358.475,2358.475,2358.475
2019-12-31,2358.468,2358.468,2358.468,2358.468
2019-12-30,2353.253,2353.253,2353.253,2353.253
2019-12-27,2364.904,2364.904,2364.904,2364.904
2019-12-26,2360.214,2360.214,2360.214,2360.214
2019-12-25,2351.222,2351.222,2351.222,2351.222
2019-12-24,2351.842,2351.842,2351.842,2351.842
2019-12-23,2350.746,2350.746,2350.746,2350.746
2019-12-20,2349.871,2349.871,2349.871,2349.871
2019-12-19,2340.654,2340.654,2340.654,2340.654
2019-12-18,2333.279,2333.279,2333.279,2333.279
2019-12-17,2336.615,2336.615,2336.615,2336.615
2019-12-16,2337.45,2337.45,2337.45,2337.45
2019-12-13,2319.734,2319.734,2319.734,2319.734
2019-12-12,2309.364,2309.364,2309.364,2309.364
2019-12-11,2295.02,2295.02,2295.02,2295.02
2019-12-10,2289.672,2289.672,2289.672,2289.672
2019-12-09,2292.584,2292.584,2292.584,2292.584
2019-12-06,2296.392,2296.392,2296.392,2296.392
2019-12-05,2278.628,2278.628,2278.628,2278.628
2019-12-04,2275.467,2275.467,2275.467,2275.467
2019-12-03,2263.097,2263.097,2263.097,2263.097
2019-12-02,2276.397,2276.397,2276.397,2276.397
2019-11-29,2292.259,2292.259,2292.259,2292.259
2019-11-28,2301.789,2301.789,2301.789,2301.789
